
44.5318,40.7812,45.5290,43.2422
44.2798,40.4297,45.2813,40.7812
44.2798,40.7812,44.5318,43.2422
44.5318,40.7812,45.5290,43.2422
44.5318,40.7812,45.5290,43.2422
44.0267,40.7812,46.0210,42.8906
44.5318,41.4844,45.5290,42.5391
44.5947,41.7480,45.0949,42.2754
45.0949,41.6602,45.1571,42.1875
44.6574,41.6602,45.0949,41.7480
45.1571,41.6602,45.2813,42.1875
44.0267,40.7812,46.0210,42.8906
44.0267,40.7812,46.0210,42.8906
44.2798,40.4297,45.7755,43.5937
43.7725,38.6719,45.7755,40.0781
45.7755,38.6719,46.2654,45.0000
43.7725,40.0781,44.2798,45.0000
44.2798,43.5938,45.7755,45.0000
44.2798,40.0781,45.7755,40.4297
44.5318,40.7812,45.5290,43.2422
44.9078,41.6602,45.1571,42.2754
45.0014,41.8799,45.0638,42.0337
44.9390,41.7920,45.0949,42.0996
44.5318,40.7812,45.5290,43.2422
44.5318,40.7812,45.5290,43.2422
44.2798,40.7812,44.5318,43.2422
44.5318,40.7812,45.5290,43.2422
44.5318,40.7812,45.5290,43.2422
44.5318,40.7812,45.5290,43.2422
44.5318,40.7812,45.5290,43.2422
44.5318,40.7812,45.5290,43.2422
44.5318,40.7812,45.5290,43.2422
44.5318,40.7812,45.5290,43.2422
44.5318,40.7812,45.5290,43.2422
44.5318,40.7812,45.5290,43.2422
44.0267,40.7812,46.0210,42.8906
44.5318,40.7812,45.5290,43.2422
44.2798,40.7812,44.5318,43.2422
44.5318,40.7812,45.5290,43.2422
44.5318,40.7812,45.5290,43.2422
44.2798,40.4297,45.7755,43.5937
44.5318,40.7812,45.5290,43.2422
43.7725,39.3750,46.2654,44.2969
42.2243,36.5625,47.2320,46.4062
43.7725,39.3750,46.2654,44.2969
44.2798,40.4297,45.5290,43.2422
44.6574,41.3086,45.2813,42.5391
44.8453,41.6602,45.1571,42.2754
44.9390,41.8359,45.0949,42.1436
45.0326,42.0996,45.1571,42.1436
45.0949,41.7920,45.1571,42.0996
44.2798,40.4297,45.7755,43.5937
44.5318,40.7812,45.5290,43.2422
44.2798,40.4297,45.7755,43.5937
44.2798,40.4297,45.7755,43.5937
44.2798,40.4297,45.7755,43.5937
44.7828,41.1328,45.4053,42.7148
44.9078,41.5723,45.2813,42.3633
45.0014,41.7920,45.1571,42.1875
45.0326,41.9019,45.1260,42.0776
45.0638,41.9458,45.1027,42.0447
45.0482,41.9458,45.0638,42.0337
45.0326,41.9458,45.0482,42.0337
45.0092,41.9238,45.0560,41.9458
45.0092,41.9458,45.0326,42.0227
45.0209,41.9458,45.0443,41.9897
45.0287,41.9513,45.0384,41.9760
44.1534,41.5723,44.2798,42.3633
44.0267,41.3086,44.2798,41.4844
44.1534,41.4844,44.2798,41.5723
44.0267,41.4844,44.1534,42.7148
44.1534,42.3633,44.2798,42.7148
44.0267,41.1328,44.2798,41.3086
44.0267,42.8906,44.2798,43.5937
44.0267,40.4297,44.2798,41.1328
44.0267,42.7148,44.2798,42.8906
43.2608,40.7812,44.0267,43.5937
44.2798,40.7812,45.7755,43.2422
44.2798,43.2422,45.7755,43.5937
44.7828,41.4844,45.4053,42.8906
44.5318,40.7812,45.5290,43.2422
44.2798,40.4297,45.7755,43.5937
44.6574,41.1328,45.2813,42.7148
45.2813,41.3086,45.4053,42.8906
44.7828,42.7148,45.2813,42.8906
44.9078,41.6602,45.2193,42.4512
44.9390,41.8799,45.1260,42.2314
44.2798,40.4297,45.7755,43.5937
44.2798,41.3086,45.0326,42.7148
44.4060,41.5723,44.7828,42.3633
44.5004,41.7480,44.6574,42.1436
44.6574,41.7920,44.7515,42.1875
44.5633,42.1436,44.6574,42.1875
44.5318,40.7812,45.5290,43.2422
44.5318,40.7812,45.5290,43.2422
44.5318,40.7812,45.5290,43.2422
44.2798,40.4297,45.7755,43.5937
44.6574,41.1328,45.4053,42.7148
44.8453,41.5723,45.2193,42.3633
44.9078,41.7480,45.0949,42.1436
44.9858,41.8909,45.0326,41.9788
44.2798,40.4297,45.7755,43.5937
44.7828,41.3086,45.4053,42.7148
44.9078,41.6602,45.2813,42.3633
44.8453,41.5723,45.1571,41.6602
44.8453,41.6602,44.9078,42.2754
44.9390,41.7480,45.0949,42.1436
44.9858,41.8579,45.0638,42.0557
44.2798,40.4297,45.7755,43.5937
44.2798,43.5938,45.7755,44.6484
44.2798,40.4297,45.7755,43.5937
44.2798,40.4297,45.7755,43.5937
44.7201,43.5938,45.0949,43.6816
44.2798,40.4297,45.7755,43.5937
44.2798,40.4297,45.7755,43.5937
44.2798,40.4297,45.7755,43.5937
44.0267,40.4297,44.2798,43.9453
44.2798,43.5938,45.5290,43.9453
44.0267,43.9453,45.2813,44.2969
43.7725,40.7812,44.0267,44.2969
45.5290,43.5938,45.7755,43.9453
44.2798,40.4297,45.7755,43.5937
44.6574,41.1328,45.4053,42.7148
44.8453,41.5723,45.2193,42.4512
44.2798,40.4297,45.7755,43.5937
